sample_id,t_delta,t_start,t_end,psnr,clip_similarity_target_image,combined_quality_score
113000000004,0.0,0.0,0.0,27.26940155029297,27.454025268554688,0.5924331816167561
113000000005,0.0,0.0,0.0,37.247215270996094,20.16390609741211,0.6631018127741666
113000000006,0.0,0.0,0.0,32.54725646972656,26.951753616333008,0.6925228569343462
113000000007,0.0,0.0,0.0,29.59300994873047,21.576961517333984,0.5307476698977753
113000000008,0.0,0.0,0.0,24.967750549316406,23.882787704467773,0.4779166258730113
113000000009,0.0,0.0,0.0,20.546653747558597,26.871192932128903,0.4420829851640284
114000000000,0.0,0.0,0.0,25.553815841674805,30.1153621673584,0.6066058198962394
114000000001,0.0,0.0,0.0,32.18794250488281,28.50592803955078,0.7141282895449637
114000000002,0.0,0.0,0.0,31.67117691040039,22.459213256835938,0.5903516791849037
114000000003,0.0,0.0,0.0,26.48830795288086,22.201322555541992,0.47801936939109163
114000000004,0.0,0.0,0.0,31.45073127746582,28.27472686767578,0.6945131703802532
114000000005,0.0,0.0,0.0,26.46684455871582,22.526538848876957,0.483654805308239
114000000006,0.0,0.0,0.0,29.447240829467773,20.2242488861084,0.5024318716809102
114000000007,0.0,0.0,0.0,27.384841918945312,17.427215576171875,0.40735373783725015
114000000008,0.0,0.0,0.0,27.72920036315918,26.80230712890625,0.5897856271366682
114000000009,0.0,0.0,0.0,30.33329391479492,23.68881607055664,0.5855896318133699
121000000000,0.0,0.0,0.0,28.65191078186035,18.779918670654297,0.4589289552092152
121000000001,0.0,0.0,0.0,30.776729583740234,20.46314811706543,0.5344767882473962
121000000002,0.0,0.0,0.0,24.45559310913086,16.84330177307129,0.3356734838668528
121000000003,0.0,0.0,0.0,24.13438415527344,22.63688468933105,0.4373347542959533
121000000004,0.0,0.0,0.0,25.989280700683597,20.85299491882324,0.44245777495558114
121000000005,0.0,0.0,0.0,29.935258865356445,21.80087280273437,0.542033616822496
121000000006,0.0,0.0,0.0,27.476680755615234,18.96083068847656,0.4379332216817081
121000000007,0.0,0.0,0.0,25.40132522583008,20.70391845703125,0.42747424007715307
121000000008,0.0,0.0,0.0,25.26240921020508,19.3675479888916,0.3996061527093728
121000000009,0.0,0.0,0.0,26.090450286865234,7.206381320953369,0.1894018176135217
122000000000,0.0,0.0,0.0,28.531147003173828,17.348474502563477,0.4296597877846483
122000000001,0.0,0.0,0.0,29.28009414672852,13.946585655212402,0.3815894472024238
122000000002,0.0,0.0,0.0,32.83462142944336,22.030445098876957,0.606468705170556
122000000003,0.0,0.0,0.0,24.10994911193848,22.281295776367188,0.43017934218333914
122000000004,0.0,0.0,0.0,33.26397705078125,20.676240921020508,0.5900550761803021
122000000005,0.0,0.0,0.0,28.283672332763672,23.50307273864746,0.5396005644814454
122000000006,0.0,0.0,0.0,23.5931396484375,22.281465530395508,0.4194621176238927
122000000007,0.0,0.0,0.0,25.71926689147949,24.9082145690918,0.5126783426034731
122000000008,0.0,0.0,0.0,26.96038627624512,22.855484008789062,0.5000429309506003
122000000009,0.0,0.0,0.0,31.755529403686523,20.515138626098636,0.5557525303177395
123000000000,0.0,0.0,0.0,31.14712142944336,21.0958309173584,0.5539894315568574
123000000001,0.0,0.0,0.0,38.225807189941406,21.266572952270508,0.7040180325243601
123000000002,0.0,0.0,0.0,31.731016159057617,13.743916511535645,0.4286406030602383
123000000003,0.0,0.0,0.0,29.26318359375,21.50556945800781,0.5225711041904517
123000000004,0.0,0.0,0.0,25.662824630737305,21.46824073791504,0.44718938145744436
123000000005,0.0,0.0,0.0,22.570402145385746,18.357120513916016,0.32487245943122034
123000000006,0.0,0.0,0.0,30.007434844970703,28.30808448791504,0.6651979554330448
123000000007,0.0,0.0,0.0,30.22933006286621,19.66801643371582,0.5082550471323988
123000000008,0.0,0.0,0.0,29.04258155822754,21.59187126159668,0.5196086713682131
123000000009,0.0,0.0,0.0,26.1605224609375,23.3370418548584,0.49245483773313997
