sample_id,t_delta,t_start,t_end,psnr,clip_similarity_target_image
314000000006,0.0,0.0,0.0,22.98859977722168,26.80712890625
314000000007,0.0,0.0,0.0,25.449764251708984,21.6099853515625
314000000008,0.0,0.0,0.0,25.418825149536133,22.75331115722656
314000000009,0.0,0.0,0.0,22.080869674682617,29.022186279296875
321000000000,0.0,0.0,0.0,30.862972259521484,17.749847412109375
321000000001,0.0,0.0,0.0,27.222579956054688,18.507699966430664
321000000002,0.0,0.0,0.0,19.49096298217773,28.88449478149414
321000000003,0.0,0.0,0.0,30.10283660888672,22.66438674926757
321000000004,0.0,0.0,0.0,23.04903221130371,22.71372604370117
321000000005,0.0,0.0,0.0,27.706172943115234,11.920295715332031
321000000006,0.0,0.0,0.0,29.569276809692383,16.380096435546875
321000000007,0.0,0.0,0.0,26.831029891967773,16.342132568359375
321000000008,0.0,0.0,0.0,20.196239471435547,20.55341529846192
321000000009,0.0,0.0,0.0,31.21634101867676,24.708784103393555
322000000000,0.0,0.0,0.0,30.47739601135254,21.57563018798828
322000000001,0.0,0.0,0.0,30.192476272583008,24.53380012512207
322000000002,0.0,0.0,0.0,27.4267578125,21.302404403686523
322000000003,0.0,0.0,0.0,31.140811920166016,25.195297241210938
322000000004,0.0,0.0,0.0,30.15785026550293,16.464191436767578
322000000005,0.0,0.0,0.0,28.774423599243164,24.8089599609375
322000000006,0.0,0.0,0.0,32.48613739013672,14.248627662658691
322000000007,0.0,0.0,0.0,24.460857391357425,23.47013664245605
322000000008,0.0,0.0,0.0,26.165760040283203,28.04627799987793
322000000009,0.0,0.0,0.0,26.23448944091797,28.372005462646484
323000000000,0.0,0.0,0.0,28.15331268310547,23.0412712097168
323000000001,0.0,0.0,0.0,28.10115623474121,29.834253311157227
323000000002,0.0,0.0,0.0,28.243974685668945,25.28092193603516
323000000003,0.0,0.0,0.0,35.29850387573242,16.032814025878906
323000000004,0.0,0.0,0.0,26.319868087768555,18.29020881652832
323000000005,0.0,0.0,0.0,23.9631404876709,24.37854766845703
323000000006,0.0,0.0,0.0,31.335737228393555,24.23108291625977
323000000007,0.0,0.0,0.0,31.150596618652344,21.902149200439453
323000000008,0.0,0.0,0.0,29.066335678100582,24.1801872253418
323000000009,0.0,0.0,0.0,26.16017341613769,26.371904373168945
324000000000,0.0,0.0,0.0,34.78093338012695,17.690750122070312
324000000001,0.0,0.0,0.0,28.169652938842773,23.26079368591309
324000000002,0.0,0.0,0.0,29.872949600219727,16.012126922607422
324000000003,0.0,0.0,0.0,28.28336334228516,22.935890197753903
324000000004,0.0,0.0,0.0,25.51603126525879,18.71173667907715
324000000005,0.0,0.0,0.0,26.303491592407227,29.04366874694824
324000000006,0.0,0.0,0.0,28.424711227416992,24.856426239013672
324000000007,0.0,0.0,0.0,20.019296646118164,24.193340301513672
324000000008,0.0,0.0,0.0,22.514930725097656,23.735240936279297
324000000009,0.0,0.0,0.0,21.779844284057617,16.748899459838867
411000000000,0.0,0.0,0.0,27.904067993164062,30.56181907653809
411000000001,0.0,0.0,0.0,24.298492431640625,28.350645065307617
411000000002,0.0,0.0,0.0,34.96284484863281,25.44038963317871
411000000003,0.0,0.0,0.0,27.38788414001465,25.652795791625977
411000000004,0.0,0.0,0.0,27.45580673217773,25.87882804870605
412000000000,0.0,0.0,0.0,32.747947692871094,21.54119110107422
412000000001,0.0,0.0,0.0,27.43869972229004,23.973031997680664
412000000002,0.0,0.0,0.0,25.5025691986084,21.51366233825684
412000000003,0.0,0.0,0.0,32.628231048583984,27.85312461853028
412000000004,0.0,0.0,0.0,28.921838760375977,25.984281539916992
413000000000,0.0,0.0,0.0,25.1317138671875,25.02227210998535
413000000001,0.0,0.0,0.0,27.968509674072266,26.490703582763672
413000000002,0.0,0.0,0.0,31.942108154296875,30.06543731689453
413000000003,0.0,0.0,0.0,24.5218505859375,21.83610725402832
413000000004,0.0,0.0,0.0,22.79046058654785,28.235063552856445
414000000000,0.0,0.0,0.0,27.516151428222656,27.91652107238769
